asteroid_number,H,da_AU,D_deg,f_degy,e_p,g_arcsec_y,sin_i_p,s_arcsec_y,L,My
2019ND52,14.87,0.0627,13.34,2.345,0.112,319.59,0.3423,-11.91,4,5
2019ND6,14.7,0.0997,22.86,2.178,0.0182,274.28,0.5052,-8.76,4,5
2019ND79,14.62,0.077,16.93,2.27,0.0523,269.99,0.4212,-8.16,4,50
2019ND89,15.37,0.0255,5.24,2.43,0.0299,354.9,0.1538,-7.74,4,5
2019ND9,14.89,0.0353,7.27,2.426,0.0314,356.05,0.157,-8.35,4,5
2019ND92,15.05,0.0058,0.99,0.198,0.0358,81.69,0.4744,-0.27,4,50
2019NF48,14.19,0.0602,13.07,2.3,0.0604,307.64,0.4028,-6.82,4,5
2019NF53,14.88,0.0534,11.53,2.311,0.1041,303.08,0.4015,-8.5,4,5
2019NG11,14.9,0.0534,11.5,2.319,0.0472,314.63,0.3788,-6.2,4,5
2019NG48,15.08,0.0964,20.23,2.379,0.0573,337.46,0.1311,-18.25,4,50
2019NG51,14.69,0.044,9.2,2.387,0.0676,337.59,0.2708,-8.55,4,5
2019NG53,15.15,0.0636,13.09,2.427,0.036,372.41,0.0454,-12.31,4,5
2019NH48,14.88,0.0619,13.15,2.35,0.0776,328.65,0.322,-9.97,4,5
2019NH51,15.11,0.0389,7.98,2.435,0.0197,362.81,0.0975,-8.98,4,5
2019NH52,14.94,0.0812,17.43,2.325,0.0553,334.13,0.325,-11.76,4,5
2019NH80,14.59,0.0203,4.55,2.228,0.0475,207.29,0.5255,0.66,4,50
2019NH9,15.1,0.061,12.55,2.428,0.0262,371.78,0.0485,-11.71,4,5
2019NJ51,14.89,0.0389,8.07,2.407,0.0932,338.66,0.2475,-10.01,4,5
2019NJ81,14.98,0.027,6.06,2.226,0.0471,204.84,0.5254,0.37,4,50
2019NJ84,15.07,0.0963,20.2,2.38,0.0603,349.1,0.1293,-18.34,4,50
2019NJ90,15.24,0.086,17.97,2.392,0.0302,376.68,0.1222,-15.28,4,5
2019NK,14.48,0.04,8.83,2.262,0.0398,154.84,0.4734,-1.86,5,50
2019NK43,14.96,0.0441,9.08,2.427,0.0511,358.04,0.1469,-9.8,4,5
2019NK51,14.86,0.0816,16.99,2.399,0.0504,372.62,0.1291,-15.1,4,5
2019NK58,15.28,0.0068,1.59,0.769,0.1638,313.37,0.3128,-12.99,4,5
2019NK72,14.96,0.09,18.83,2.388,0.0496,376.72,0.1285,-16.73,4,5
2019NK74,14.98,0.0321,6.59,2.437,0.0118,361.31,0.1014,-8.37,4,5
2019NK83,15.08,0.121,25.81,2.342,0.0402,214.22,0.0454,-24.37,4,50
2019NK87,14.99,0.1045,22.06,2.366,0.0542,324.65,0.1282,-19.84,4,50
2019NK9,15.11,0.074,15.44,2.393,0.0529,361.87,0.185,-13.19,4,5
2019NL3,14.18,0.0347,7.76,2.237,0.0395,145.38,0.5083,-0.41,5,50
2019NL48,15.13,0.0979,20.56,2.378,0.0628,357.66,0.13,-18.86,4,50
2019NL51,14.71,0.1,21.44,2.33,0.0075,340.16,0.2514,-15.82,4,5
2019NL52,15.64,0.0419,8.54,2.454,0.1024,356.3,0.1083,-12.95,4,5
2019NL53,14.96,0.1104,23.29,2.369,0.0504,303.21,0.032,-21.71,4,50
2019NL58,14.93,0.0654,14.48,2.255,0.0213,292.22,0.4576,-4.77,4,5
2019NM47,14.64,0.0936,21.22,2.202,0.0567,280.54,0.4854,-9.33,4,5
2019NM52,15.01,0.0011,0.7,0.271,0.0607,353.38,0.1365,-8.25,4,5
2019NM74,15.03,0.0158,3.24,2.441,0.0246,357.7,0.1161,-7.61,4,5
2019NM91,15.11,0.0891,19.19,2.32,0.0607,337.94,0.3171,-13.68,4,5
2019NM93,14.94,0.0532,11.75,2.263,0.0582,288.42,0.4615,-4.23,4,5
2019NN11,14.89,0.0822,17.15,2.394,0.0482,370.96,0.1464,-14.93,4,5
2019NN47,14.67,0.071,14.78,2.399,0.1437,337.3,0.2495,-18.63,4,5
2019NN58,15.08,0.0945,20.19,2.337,0.0945,346.39,0.278,-17.92,4,50
2019NN73,15.2,0.0848,18.44,2.296,0.0548,322.51,0.3679,-11.25,4,5
2019NN85,15.17,0.0572,11.97,2.387,0.0049,220.24,0.2313,-9.02,4,5
2019NO51,14.87,0.0095,1.8,1.489,0.1356,336.97,0.2048,-12.55,4,5
2019NO58,15.03,0.1274,27.73,2.294,0.0653,368.28,0.2115,-25.96,4,50
2019NO74,14.99,0.0294,6.04,2.43,0.0318,355.87,0.1497,-8.05,4,5
2019NO78,15.34,0.0787,16.37,2.401,0.0434,371.71,0.1305,-14.3,4,5
2019NO93,15.24,0.1082,23.0,2.349,0.0172,385.2,0.151,-19.51,4,5
2019NP52,15.25,0.0679,14.01,2.419,0.0192,373.87,0.0641,-12.46,4,5
2019NP58,15.2,0.0454,9.59,2.362,0.0648,327.64,0.3188,-7.52,4,5
2019NP78,15.21,0.052,10.64,2.441,0.0712,364.57,0.076,-12.2,4,5
2019NP89,15.09,0.0611,12.99,2.349,0.08,327.24,0.3262,-9.91,4,5
2019NP9,15.05,0.0614,12.65,2.426,0.0658,365.04,0.1145,-12.79,4,5
2019NQ44,14.97,0.0298,6.16,2.417,0.0502,347.93,0.2044,-7.89,4,5
2019NQ58,15.01,0.0455,9.33,2.438,0.0422,364.86,0.0777,-10.24,4,5
2019NQ72,14.96,0.0247,5.02,2.452,0.0559,360.56,0.065,-9.26,4,5
2019NQ78,15.04,0.1184,25.82,2.291,0.0213,366.03,0.2633,-20.29,4,5
2019NR47,15.07,0.1016,22.06,2.3,0.0622,340.83,0.3188,-16.37,4,5
2019NR58,14.58,0.0778,16.16,2.403,0.0477,371.05,0.1303,-14.3,4,5
2019NR74,14.6,0.1031,21.82,2.361,0.0287,4.25,0.1395,-18.25,4,50
2019NR79,14.73,0.0605,12.96,2.332,0.0734,320.35,0.3543,-8.76,4,5
2019NS47,15.42,0.0338,6.8,2.48,0.1298,354.53,0.0388,-15.05,4,5
2019NS52,15.09,0.0607,12.43,2.441,0.1281,352.8,0.1514,-17.02,4,5
2019NS58,14.75,0.031,6.58,2.353,0.1287,307.25,0.3681,-9.25,4,5
2019NS71,15.13,0.0719,14.82,2.422,0.06,372.67,0.0717,-14.37,4,5
2019NS78,15.31,0.0186,3.79,2.45,0.0151,362.95,0.0217,-8.07,4,5
2019NS79,14.79,0.0917,19.95,2.297,0.0754,326.14,0.3546,-14.05,4,5
2019NS88,14.99,0.057,11.84,2.402,0.0319,356.05,0.195,-9.94,4,5
2019NT51,15.21,0.0228,4.62,2.462,0.1025,353.86,0.1026,-11.42,4,50
2019NT53,14.83,0.0955,20.18,2.363,0.033,52.09,0.1766,-16.36,4,50
2019NT58,14.91,0.0838,18.17,2.304,0.0294,328.28,0.3533,-10.65,4,5
2019NT71,15.05,0.1103,23.42,2.353,0.0457,387.52,0.1322,-21.21,4,5
2019NT78,14.43,0.0472,10.16,2.317,0.0443,311.46,0.3879,-5.24,4,5
2019NT79,15.29,0.0466,9.89,2.352,0.0777,321.8,0.3396,-7.78,4,5
2019NU51,14.59,0.1242,26.99,2.3,0.0659,368.98,0.2181,-24.62,4,50
2019NU53,15.1,0.0495,9.95,2.485,0.1899,339.14,0.1402,-22.86,4,50
2019NU58,14.65,0.0143,2.96,2.41,0.0427,342.6,0.2312,-6.51,4,5
2019NU6,14.89,0.0632,14.42,2.189,0.0543,258.23,0.5433,-2.48,5,5
2019NU78,15.1,0.0569,11.68,2.433,0.0476,368.75,0.0608,-11.77,4,5
2019NU89,15.28,0.0463,9.86,2.343,0.066,319.82,0.3512,-6.91,4,5
2019NV47,14.62,0.1019,21.68,2.347,0.0488,369.68,0.2087,-18.11,4,5
2019NV58,14.93,0.0484,10.04,2.407,0.0366,353.08,0.1984,-9.07,4,5
2019NV71,14.95,0.0363,7.42,2.443,0.0227,364.75,0.0526,-9.09,4,5
2019NV78,15.11,0.0677,14.35,2.357,0.0326,21.28,0.2838,-9.49,4,50
2019NV79,15.18,0.0742,15.33,2.418,0.0936,364.78,0.1332,-16.18,4,50
2019NW47,14.84,0.1046,22.34,2.338,0.0597,366.47,0.2253,-19.05,4,5
2019NW51,14.51,0.0333,7.39,2.248,0.0729,275.2,0.4958,-1.91,4,50
2019NW53,15.21,0.0077,1.63,2.394,0.0474,346.44,0.2023,-6.97,4,5
2019NW58,15.39,0.0745,15.47,2.406,0.0472,369.84,0.1295,-13.75,4,5
2019NW71,15.26,0.0078,1.65,1.987,0.1028,347.81,0.1534,-10.57,4,5
2019NW78,14.84,0.0378,8.0,2.358,0.0427,326.09,0.3266,-5.88,4,5
2019NW79,15.17,0.0503,10.56,2.376,0.0651,336.07,0.2824,-8.78,4,5
2019NX,13.97,0.0338,7.56,2.231,0.0938,265.7,0.5169,-2.42,5,5
2019NX48,14.77,0.0274,5.6,2.445,0.0518,283.09,0.0925,-8.86,4,50
2019NX52,14.84,0.0414,8.53,2.425,0.0232,358.68,0.1452,-8.78,4,5
2019NX58,14.74,0.0321,6.59,2.43,0.0413,355.43,0.1536,-8.43,4,5
2019NX71,14.52,0.1215,26.11,2.326,0.0361,149.69,0.1422,-23.26,4,50
2019NX78,15.25,0.0297,6.12,2.429,0.0251,355.99,0.1511,-7.92,4,5
2019NX91,15.26,0.057,11.7,2.435,0.0453,370.16,0.0255,-11.82,4,5
2019NY58,14.71,0.064,14.25,2.244,0.0333,285.76,0.4744,-4.32,4,5
2019NY77,15.07,0.0507,10.56,2.396,0.0921,339.54,0.2549,-10.96,4,5
2019NY78,14.95,0.0255,5.45,2.331,0.1072,302.35,0.3957,-6.5,4,5
2019NZ10,14.69,0.0388,8.09,2.396,0.0405,343.07,0.2461,-7.53,4,5
2019NZ58,14.63,0.084,17.9,2.343,0.023,349.5,0.2749,-12.37,4,5
2019NZ78,14.96,0.0009,0.72,0.169,0.0568,355.98,0.11,-8.34,4,5
2019NZ80,15.2,0.1005,21.53,2.331,0.0197,361.83,0.2493,-16.11,4,5
2019OA32,14.67,0.0714,15.34,2.325,0.0658,325.35,0.3461,-10.12,4,5
2019OA39,14.65,0.0865,19.31,2.239,0.0471,240.31,0.4494,-8.53,4,50
2019OA40,15.22,0.0473,9.69,2.436,0.0482,364.02,0.0919,-10.52,4,5
2019OA46,15.11,0.0777,16.19,2.397,0.039,369.25,0.1497,-13.75,4,5
2019OB32,14.52,0.0227,5.08,2.228,0.0486,214.55,0.5246,0.5,4,50
2019OB39,14.85,0.0371,8.63,2.147,0.0296,233.28,0.6096,2.93,4,5
2019OB7,15.12,0.0643,13.25,2.423,0.0721,364.2,0.127,-13.42,4,5
2019OC28,14.39,0.1005,22.01,2.279,0.0286,331.89,0.3545,-13.86,4,5
2019OC39,15.11,0.0618,12.8,2.409,0.0291,363.15,0.1551,-11.01,4,5
2019OC43,15.1,0.0522,10.95,2.379,0.0457,341.26,0.268,-8.55,4,5
2019OC7,14.95,0.075,15.93,2.35,0.0579,340.87,0.2913,-11.61,4,5
2019OC9,15.34,0.0404,8.12,2.489,0.1758,342.48,0.1206,-20.03,4,50
2019OD29,14.99,0.0714,14.87,2.397,0.0385,363.74,0.1723,-12.42,4,5
2019OD32,15.02,0.1001,22.81,2.191,0.0158,282.43,0.486,-9.47,4,5
2019OE3,13.99,0.1101,24.88,2.209,0.0457,241.57,0.4362,-13.98,5,50
2019OE32,15.22,0.0235,5.05,2.33,0.1049,302.09,0.3973,-6.2,4,5
2019OE39,14.95,0.0201,4.51,2.23,0.0485,213.37,0.5229,0.55,4,50
2019OF34,15.65,0.019,2.7,0.375,0.213,335.63,0.0458,-24.2,4,50
2019OF39,14.8,0.1042,22.0,2.364,0.0456,263.84,0.1289,-19.45,4,50
2019OG39,14.97,0.0612,13.0,2.351,0.0643,330.74,0.3178,-9.3,4,5
2019OH27,14.89,0.0849,17.71,2.395,0.0457,374.78,0.1264,-15.55,4,5
2019OH32,14.76,0.0779,16.92,2.299,0.0486,319.32,0.3756,-9.64,4,5
2019OH39,15.06,0.067,13.91,2.406,0.0383,364.48,0.1553,-11.98,4,5
2019OK39,15.34,0.054,10.99,2.452,0.1056,360.72,0.0818,-14.77,4,5
2019OL33,14.88,0.04,8.15,2.451,0.0739,362.06,0.061,-11.22,4,5
2019OL36,15.33,0.0955,20.0,2.384,0.0254,385.46,0.0842,-17.41,4,5
2019OL39,14.55,0.0663,14.18,2.335,0.1121,317.97,0.3518,-12.07,4,50
2019OM39,15.13,0.0605,12.54,2.411,0.0366,362.46,0.1548,-11.05,4,5
2019ON39,14.76,0.0574,12.2,2.35,0.0783,325.96,0.3292,-9.26,4,5
2019OO39,15.34,0.0813,16.83,2.412,0.0545,378.29,0.0524,-15.83,4,5
2019OO42,15.22,0.0673,13.96,2.407,0.0427,364.43,0.1545,-12.17,4,5
2019OP28,14.35,0.0332,6.96,2.384,0.0471,335.11,0.2817,-6.64,4,5
2019OP39,15.22,0.1021,21.53,2.369,0.0518,307.38,0.1329,-19.12,4,50
2019OP7,15.24,0.0236,4.79,2.462,0.085,358.08,0.0619,-10.72,4,5
2019OQ17,14.76,0.065,15.32,2.124,0.0488,189.67,0.6164,0.73,4,50
2019OQ39,15.17,0.0806,16.73,2.405,0.0658,371.19,0.1257,-15.73,4,5
2019OR26,14.49,0.0102,2.12,2.409,0.0328,342.68,0.2318,-6.14,4,5
2019OR27,15.07,0.0381,7.85,2.426,0.0391,356.37,0.1579,-8.78,4,5
2019OS26,14.72,0.0452,9.52,2.368,0.0188,334.84,0.2968,-6.64,4,5
2019OS27,14.83,0.0969,21.59,2.242,0.048,255.73,0.4233,-11.47,4,50
2019OT26,14.93,0.0188,4.2,2.231,0.0886,264.33,0.5221,-1.19,4,5
2019OT32,14.72,0.0639,13.28,2.402,0.0751,353.8,0.2026,-12.53,4,5
2019OU27,14.64,0.0319,6.66,2.389,0.0716,333.2,0.282,-7.55,4,5
2019OU9,15.36,0.0709,14.69,2.41,0.0556,317.65,0.131,-13.29,4,50
2019OV39,15.19,0.112,24.02,2.328,0.0391,199.37,0.2011,-20.1,4,50
2019OW27,14.74,0.0494,10.21,2.415,0.1002,344.65,0.2188,-12.05,4,5
2019OW34,15.23,0.1259,27.22,2.31,0.0477,289.1,0.1639,-25.12,4,50
2019OW39,14.84,0.0431,9.21,2.339,0.0607,317.41,0.3605,-6.15,4,5
2019OW6,15.0,0.0882,19.01,2.317,0.0546,336.42,0.3235,-13.04,4,5
2019OX26,15.32,0.0243,4.81,2.47,0.1621,346.4,0.0667,-17.65,4,5
2019OX27,14.61,0.0221,4.94,2.23,0.0475,207.2,0.5224,0.49,4,50
2019OX31,14.94,0.0602,12.48,2.411,0.1102,346.75,0.2154,-14.16,4,50
2019OY27,14.82,0.0157,3.51,2.233,0.0477,207.39,0.5206,0.65,4,50
2019OY36,14.86,0.0204,4.59,2.225,0.0485,211.51,0.5296,0.76,4,50
2019OY5,15.55,0.0858,17.85,2.402,0.1201,359.1,0.1771,-20.15,4,50
2019OZ36,14.94,0.1092,23.38,2.333,0.0515,305.77,0.2105,-19.75,4,50
2019OZ38,14.9,0.0883,18.67,2.363,0.0303,4.25,0.2088,-14.21,4,50
2019OZ39,15.32,0.0292,6.17,2.364,0.0938,318.36,0.3393,-7.32,4,5
2019PB68,15.1,0.0334,6.88,2.427,0.0242,356.27,0.1543,-8.1,4,5
2019PB69,15.0,0.0711,14.69,2.418,0.0353,374.12,0.0713,-13.27,4,5
2019PC51,15.51,0.0295,5.87,2.489,0.1792,340.9,0.1126,-19.54,4,50
2019PC69,15.17,0.0547,11.26,2.426,0.038,365.44,0.1082,-10.86,4,5
2019PC71,14.77,0.058,12.12,2.392,0.0333,352.03,0.2213,-9.7,4,5
2019PC76,15.2,0.0726,14.99,2.417,0.1066,359.38,0.1592,-16.65,4,50
2019PD40,15.23,0.0676,14.01,2.41,0.1215,347.11,0.2125,-16.5,4,5
2019PD59,15.26,0.0172,3.48,2.468,0.1196,350.79,0.1017,-12.71,4,5
2019PD64,15.32,0.1119,24.33,2.298,0.057,328.59,0.2834,-19.3,4,50
2019PD68,15.05,0.0825,17.18,2.396,0.0416,373.68,0.1286,-14.92,4,5
2019PD91,15.47,0.0265,5.42,2.447,0.097,349.9,0.1543,-10.85,4,5
2019PE59,14.85,0.1093,23.26,2.347,0.0516,309.99,0.1676,-20.38,4,50
2019PE65,14.92,0.0787,16.35,2.402,0.0424,372.23,0.1261,-14.29,4,5
2019PE69,15.45,0.0217,4.47,2.428,0.0469,350.86,0.1773,-7.73,4,5
2019PF51,15.24,0.1006,22.3,2.252,0.0148,317.3,0.3983,-12.37,4,5
2019PF59,15.31,0.0248,5.2,2.38,0.1518,309.95,0.3407,-11.7,4,5
2019PF68,14.95,0.034,7.02,2.42,0.0431,351.47,0.187,-8.18,4,5
2019PG51,14.81,0.0645,13.88,2.321,0.0555,320.45,0.3622,-8.27,4,5
2019PG68,15.01,0.0635,13.65,2.324,0.0618,320.18,0.3608,-8.44,4,5
2019PH45,14.77,0.0518,10.86,2.382,0.0604,340.28,0.2673,-9.08,4,5
2019PH51,15.16,0.0505,10.42,2.421,0.0405,360.02,0.1489,-10.06,4,5
2019PH68,15.05,0.0398,8.14,2.44,0.0558,360.78,0.1044,-10.02,4,5
2019PH9,15.14,0.0276,5.72,2.409,0.1194,329.68,0.2709,-10.62,4,5
2019PJ34,14.87,0.0793,16.57,2.389,0.0633,362.74,0.1861,-14.55,4,5
2019PJ51,14.89,0.0582,12.01,2.418,0.0721,357.79,0.1655,-12.12,4,5
2019PJ68,14.91,0.068,14.07,2.412,0.0375,368.14,0.1271,-12.41,4,5
2019PK65,14.82,0.1045,21.97,2.374,0.0857,379.55,0.131,-22.36,4,5
2019PK76,14.78,0.052,10.78,2.406,0.0438,353.62,0.1983,-9.67,4,5
2019PK91,14.94,0.0376,7.94,2.364,0.0381,329.07,0.3148,-6.0,4,5
2019PL36,14.69,0.0367,7.55,2.425,0.0282,356.47,0.1565,-8.39,4,5
2019PL45,14.96,0.0596,12.75,2.336,0.0591,323.74,0.3459,-8.2,4,5
2019PL65,15.23,0.0287,5.9,2.429,0.0758,348.39,0.1868,-9.23,4,5
2019PL68,14.61,0.0598,12.73,2.346,0.0443,330.49,0.3232,-8.21,4,5
2019PL69,15.22,0.0122,2.49,2.383,0.107,350.17,0.1264,-11.27,4,5
2019PM56,14.84,0.079,17.4,2.267,0.0437,304.78,0.422,-8.33,4,5
2019PM68,14.89,0.0445,9.35,2.38,0.0483,337.52,0.2782,-7.66,4,5
2019PN65,14.97,0.0491,10.17,2.409,0.0331,354.78,0.1892,-9.18,4,5
2019PN67,15.13,0.1225,26.38,2.324,0.0715,381.63,0.1728,-25.3,4,50
2019PN68,15.11,0.0797,16.84,2.363,0.0216,355.9,0.2392,-12.28,4,5
2019PN70,14.98,0.0139,2.82,2.449,0.0533,357.63,0.098,-8.5,4,5
2019PN76,14.59,0.0529,10.97,2.408,0.082,348.0,0.216,-11.29,4,5
2019PO45,15.08,0.0635,13.06,2.428,0.0506,370.35,0.0698,-12.71,4,5
2019PO64,15.14,0.0436,8.9,2.45,0.0904,358.82,0.0996,-12.33,4,5
2019PO68,15.02,0.0712,15.26,2.331,0.0525,329.61,0.334,-9.81,4,5
2019PP11,15.16,0.0889,18.56,2.392,0.1148,359.32,0.188,-20.11,4,50
2019PP61,14.86,0.0538,11.18,2.402,0.0218,355.17,0.1974,-9.33,4,5
2019PP68,15.04,0.0756,15.7,2.405,0.0428,371.11,0.1245,-13.81,4,5
2019PQ63,15.36,0.0511,10.5,2.429,0.038,364.36,0.1084,-10.45,4,5
2019PQ68,15.07,0.058,11.95,2.422,0.0274,366.77,0.11,-10.96,4,5
2019PR41,15.03,0.0606,12.39,2.442,0.1111,359.05,0.118,-15.82,4,5
2019PR63,14.95,0.056,11.73,2.385,0.0763,340.85,0.2623,-10.46,4,5
2019PR68,14.72,0.0806,16.76,2.401,0.0497,372.57,0.1256,-14.9,4,5
2019PS41,15.1,0.0502,10.28,2.437,0.0296,368.73,0.0293,-10.56,4,5
2019PT41,14.99,0.0482,9.94,2.419,0.0314,358.96,0.1563,-9.48,4,5
2019PT63,15.44,0.0416,8.37,2.481,0.179,338.61,0.1523,-20.32,4,5
2019PT70,14.72,0.0282,5.8,2.429,0.0335,354.93,0.1559,-7.95,4,5
2019PU65,14.88,0.1563,35.4,2.205,0.0072,369.94,0.1698,-34.98,4,5
2019PU70,15.08,0.0898,19.38,2.315,0.0557,336.75,0.3236,-13.41,4,5
2019PU75,15.14,0.1001,21.61,2.314,0.0561,347.77,0.295,-16.31,4,5
2019PV37,14.91,0.0847,17.96,2.356,0.0977,343.58,0.2731,-16.28,4,5
2019PX44,15.04,0.099,20.8,2.376,0.0557,380.44,0.1304,-18.93,4,5
2019PY54,14.41,0.0455,11.34,2.002,0.034,163.97,0.7434,7.87,4,5
2019PZ48,15.13,0.0681,13.9,2.447,0.1378,356.5,0.1208,-19.68,4,5
2019PZ76,15.11,0.1022,21.53,2.371,0.0597,347.57,0.1321,-19.47,4,50
2019PZ90,14.88,0.0654,13.87,2.354,0.0247,339.22,0.2956,-9.04,4,5
2019QA116,15.61,0.0965,20.16,2.39,0.0421,224.38,0.0248,-18.13,4,50
2019QB68,15.73,0.043,8.8,2.44,0.0267,366.08,0.0544,-9.71,4,5
2019QB8,14.39,0.0253,5.67,2.228,0.0477,209.47,0.5238,0.38,4,50
2019QD70,15.1,0.0904,18.91,2.386,0.0463,376.73,0.1313,-16.59,4,5
2019QD71,16.02,0.036,7.32,2.456,0.102,355.81,0.1048,-12.19,4,50
2019QE70,14.91,0.1282,27.58,2.323,0.0284,4.25,0.0459,-25.89,4,50
2019QE79,15.03,0.07,14.49,2.412,0.0543,308.14,0.1277,-13.1,4,50
2019QG89,15.46,0.089,18.66,2.381,0.0311,374.23,0.1529,-15.54,4,5
2019QH79,15.63,0.0258,5.25,2.454,0.0519,362.51,0.0108,-9.32,4,5
2019QL112,15.61,0.0196,3.97,2.462,0.0828,357.77,0.0632,-10.39,4,5
2019QL74,15.41,0.0538,11.02,2.436,0.0577,366.09,0.0783,-11.71,4,5
2019QM115,15.38,0.0789,16.4,2.403,0.0504,371.79,0.1256,-14.64,4,5
2019QM79,15.44,0.0903,18.88,2.387,0.0442,377.14,0.1291,-16.52,4,5
2019QO71,15.52,0.0826,17.2,2.397,0.0435,373.98,0.1256,-15.05,4,5
2019QO74,14.94,0.0166,3.41,2.43,0.0206,353.67,0.1585,-7.13,4,5
2019QP53,15.16,0.0585,12.02,2.428,0.09,358.84,0.1445,-13.35,4,50
2019QP74,15.19,0.0511,10.92,2.338,0.0606,320.45,0.353,-7.09,4,5
2019QQ46,15.03,0.0585,12.0,2.434,0.0937,359.5,0.1314,-13.96,4,5
2019QQ49,15.24,0.0936,19.6,2.384,0.0388,380.91,0.114,-17.16,4,5
2019QQ5,14.23,0.0636,14.59,2.176,0.0315,11.98,0.5585,-1.17,4,50
2019QQ57,15.28,0.1028,21.68,2.37,0.0358,131.83,0.1064,-18.72,4,50
2019QQ74,15.42,0.0659,13.63,2.415,0.049,366.26,0.1312,-12.48,4,5
2019QQ75,15.33,0.0468,9.7,2.41,0.0397,353.25,0.194,-9.07,4,5
2019QR74,15.39,0.0619,12.76,2.42,0.0229,369.05,0.1004,-11.45,4,5
2019QS69,15.29,0.0635,13.22,2.399,0.0378,358.3,0.1912,-10.99,4,5
2019QS72,14.95,0.0478,10.4,2.296,0.067,300.04,0.4223,-5.2,4,5
2019QS89,15.33,0.0685,14.16,2.416,0.0075,345.53,0.0823,-12.3,4,5
2019QT60,15.18,0.0386,7.93,2.429,0.0492,356.36,0.1521,-9.19,4,5
2019QT75,15.38,0.0655,13.49,2.424,0.0208,374.05,0.036,-12.25,4,5
2019QT93,15.69,0.0801,16.66,2.402,0.0532,371.86,0.1279,-14.97,4,5
2019QU49,15.4,0.0782,16.24,2.405,0.0561,371.08,0.1259,-14.8,4,5
2019QU5,14.05,0.0581,13.22,2.195,0.0507,224.58,0.5412,-1.71,4,50
2019QU94,15.56,0.0348,7.08,2.454,0.093,356.36,0.1041,-11.68,4,5
2019QV93,15.35,0.0884,18.48,2.39,0.048,376.15,0.1272,-16.32,4,5
2019QW40,15.65,0.0354,7.26,2.437,0.1209,341.66,0.2039,-12.6,4,5
2019QW74,15.31,0.0688,14.22,2.416,0.061,366.8,0.1271,-13.48,4,5
2019QW79,15.04,0.0492,10.11,2.429,0.0415,363.01,0.1157,-10.29,4,5
2019QX49,15.32,0.0841,17.53,2.395,0.0425,374.42,0.128,-15.26,4,5
2019QX55,15.16,0.1251,26.78,2.332,0.0329,71.17,0.0187,-25.16,4,50
2019QY49,15.2,0.1475,32.88,2.241,0.0271,4.25,0.1711,-31.26,4,50
2019QZ48,14.97,0.0439,9.11,2.406,0.0549,347.82,0.2196,-8.93,4,5
2019QZ77,15.22,0.0746,15.48,2.407,0.0487,370.23,0.1253,-13.87,4,5
2019RA70,15.35,0.1496,33.14,2.255,0.045,422.73,0.0771,-34.81,4,5
2019RB81,15.31,0.0592,12.16,2.433,0.0579,368.2,0.0716,-12.44,4,5
2019RB83,15.12,0.0679,14.13,2.4,0.0583,359.0,0.1872,-12.47,4,5
2019RC72,15.09,0.1043,22.02,2.365,0.0524,313.06,0.1291,-19.85,4,50
2019RD57,15.32,0.0658,13.42,2.448,0.1559,348.95,0.1542,-21.12,4,50
2019RD77,14.96,0.0691,14.33,2.407,0.0465,365.73,0.1472,-12.66,4,5
2019RE57,15.23,0.1022,21.58,2.365,0.0868,371.05,0.1798,-20.84,4,50
2019RF77,14.94,0.0788,16.37,2.403,0.0552,370.87,0.1306,-14.82,4,5
2019RG77,15.25,0.0967,20.31,2.377,0.0442,380.34,0.1292,-17.87,4,5
2019RG83,14.96,0.1201,25.8,2.326,0.0388,194.39,0.1542,-22.93,4,50
2019RH48,15.05,0.0782,16.76,2.329,0.0562,333.58,0.3241,-11.31,4,5
2019RH65,14.62,0.0559,11.56,2.415,0.053,358.53,0.1669,-10.9,4,5
2019RJ74,15.05,0.1031,21.68,2.376,0.0189,392.47,0.0487,-19.18,4,5
2019RK57,15.06,0.1169,25.41,2.3,0.0937,355.04,0.2722,-23.35,4,50
2019RK83,15.28,0.0748,15.52,2.408,0.0519,369.92,0.1267,-14.02,4,5
2019RO82,15.27,0.0959,20.16,2.375,0.042,378.43,0.1421,-17.46,4,5
2019RP51,15.16,0.1475,32.49,2.268,0.0493,310.42,0.0319,-34.07,4,50
2019RT76,14.81,0.0473,9.71,2.431,0.0676,358.01,0.1427,-10.9,4,5
2019RY92,14.88,0.0595,12.7,2.34,0.0555,326.21,0.3372,-8.24,4,5
2019RZ32,14.89,0.1125,24.59,2.284,0.0419,229.85,0.3053,-18.12,4,50
2019SA107,14.96,0.1444,31.75,2.272,0.0528,334.68,0.0988,-32.71,4,50
2019SA243,15.01,0.0766,16.01,2.389,0.0526,300.94,0.1855,-13.37,4,50
2019SB136,15.07,0.0773,16.19,2.384,0.1087,346.99,0.2393,-16.48,4,5
2019SC173,14.71,0.1252,28.48,2.195,0.0206,315.42,0.4101,-18.09,4,5
2019SC186,14.88,0.0864,18.09,2.386,0.0228,374.72,0.1428,-14.96,4,5
2019SG186,15.01,0.0931,19.66,2.364,0.075,362.67,0.2107,-17.53,4,50
2019SG187,14.98,0.1,21.06,2.371,0.0274,383.88,0.1233,-18.09,4,5
2019SH189,14.93,0.0853,17.8,2.393,0.0474,374.16,0.1321,-15.63,4,5
2019SK190,15.03,0.1115,24.03,2.317,0.0093,368.31,0.2317,-18.93,4,5
2019SO185,14.83,0.0928,19.45,2.384,0.0942,367.32,0.1709,-19.37,4,50
